Description_lang,Title_lang,Reward_lang,ID,Instance_ID,Faction,Supercedes,Category,Minimum_criteria,Points,Flags,Ui_order,IconFileID,RewardItemID,Criteria_tree,Shares_criteria,CovenantID,HiddenBeforeDisplaySeason,LegacyAfterTimeEvent
"Complete Waking Shores Wingrest Roundabout Challenge.","Wingrest Roundabout Challenge: Bronze",,17891,-1,-1,0,15462,0,0,1048576,792,1002572,0,0,0,0,0,0
"Get Silver ranked time for Waking Shores Wingrest Roundabout Challenge.","Wingrest Roundabout Challenge: Silver",,17892,-1,-1,17891,15462,0,0,1048576,793,1002575,0,0,0,0,0,0
"Get Gold ranked time for Waking Shores Wingrest Roundabout Challenge.","Wingrest Roundabout Challenge: Gold",,17893,-1,-1,17892,15462,0,0,1048576,794,1002573,0,0,0,0,0,0
"Complete Waking Shores Wingrest Roundabout Reverse Challenge.","Wingrest Roundabout Reverse Challenge: Bronze",,17894,-1,-1,0,15462,0,0,1048576,795,1002572,0,0,0,0,0,0
"Get Silver ranked time for Waking Shores Wingrest Roundabout Reverse Challenge.","Wingrest Roundabout Reverse Challenge: Silver",,17895,-1,-1,17894,15462,0,0,1048576,796,1002575,0,0,0,0,0,0
"Get Gold ranked time for Waking Shores Wingrest Roundabout Reverse Challenge.","Wingrest Roundabout Reverse Challenge: Gold",,17896,-1,-1,17895,15462,0,0,1048576,797,1002573,0,0,0,0,0,0
"Complete Waking Shores Flashfrost Flyover Challenge.","Flashfrost Flyover Challenge: Bronze",,17897,-1,-1,0,15462,0,0,1048576,798,1002572,0,0,0,0,0,0
"Get Silver ranked time for Waking Shores Flashfrost Flyover Challenge.","Flashfrost Flyover Challenge: Silver",,17898,-1,-1,17897,15462,0,0,1048576,799,1002575,0,0,0,0,0,0
"Get Gold ranked time for Waking Shores Flashfrost Flyover Challenge.","Flashfrost Flyover Challenge: Gold",,17899,-1,-1,17898,15462,0,0,1048576,800,1002573,0,0,0,0,0,0
"Complete Waking Shores Flashfrost Flyover Reverse Challenge.","Flashfrost Flyover Reverse Challenge: Bronze",,17900,-1,-1,0,15462,0,0,1048576,801,1002572,0,0,0,0,0,0
"Get Silver ranked time for Waking Shores Flashfrost Flyover Reverse Challenge.","Flashfrost Flyover Reverse Challenge: Silver",,17901,-1,-1,17900,15462,0,0,1048576,802,1002575,0,0,0,0,0,0
,"<DNT> Loamm Niffen Rank 17 (Character)",,18145,-1,-1,0,15466,0,0,3145728,434,136243,0,145391,0,0,0,0
"Get Gold ranked time for Waking Shores Flashfrost Flyover Reverse Challenge.","Flashfrost Flyover Reverse Challenge: Gold",,17902,-1,-1,17901,15462,0,0,1048576,803,1002573,0,0,0,0,0,0
"Defeat the pet trainers of Zaralek Cavern with a team of all level 25 Elemental pets.","Elemental Battler of Zaralek Cavern",,17904,-1,-1,0,15119,0,5,131072,123,618975,0,145134,0,0,0,0
"Defeat the pet trainers of Zaralek Cavern with a team of all level 25 Flying pets.","Flying Battler of Zaralek Cavern",,17905,-1,-1,0,15119,0,5,131072,124,618976,0,145139,0,0,0,0
"Complete Waking Shores Wild Preserve Circuit Challenge.","Wild Preserve Circuit Challenge: Bronze",,17906,-1,-1,0,15462,0,0,1048576,804,1002572,0,0,0,0,0,0
"Get Silver ranked time for Waking Shores Wild Preserve Circuit Challenge.","Wild Preserve Circuit Challenge: Silver",,17907,-1,-1,17906,15462,0,0,1048576,805,1002575,0,0,0,0,0,0
"Get Gold ranked time for Waking Shores Wild Preserve Circuit Challenge.","Wild Preserve Circuit Challenge: Gold",,17908,-1,-1,17907,15462,0,0,1048576,806,1002573,0,0,0,0,0,0
"Complete Waking Shores Wild Preserve Circuit Reverse Challenge.","Wild Preserve Circuit Reverse Challenge: Bronze",,17909,-1,-1,0,15462,0,0,1048576,807,1002572,0,0,0,0,0,0
"Get Silver ranked time for Waking Shores Wild Preserve Circuit Reverse Challenge.","Wild Preserve Circuit Reverse Challenge: Silver",,17910,-1,-1,17909,15462,0,0,1048576,808,1002575,0,0,0,0,0,0
"Get Gold ranked time for Waking Shores Wild Preserve Circuit Reverse Challenge.","Wild Preserve Circuit Reverse Challenge: Gold",,17911,-1,-1,17910,15462,0,0,1048576,809,1002573,0,0,0,0,0,0
"Complete Ohn'ahran Plains Waygate Sundapple Copse Circuit Challenge.","Sundapple Copse Circuit Challenge: Bronze",,17912,-1,-1,0,15462,0,0,1048576,810,1002572,0,0,0,0,0,0
"Get Silver ranked time for Ohn'ahran Plains Sundapple Copse Circuit Challenge.","Sundapple Copse Circuit Challenge: Silver",,17913,-1,-1,17912,15462,0,0,1048576,811,1002575,0,0,0,0,0,0
"Get Gold ranked time for Ohn'ahran Plains Sundapple Copse Circuit Challenge.","Sundapple Copse Circuit Challenge: Gold",,17914,-1,-1,17913,15462,0,0,1048576,812,1002573,0,0,0,0,0,0
"Defeat the pet trainers of Zaralek Cavern with a team of all level 25 Humanoid pets.","Humanoid Battler of Zaralek Cavern",,17915,-1,-1,0,15119,0,5,131072,125,618977,0,145144,0,0,0,0
"Defeat the pet trainers of Zaralek Cavern with a team of all level 25 Magic pets.","Magic Battler of Zaralek Cavern",,17916,-1,-1,0,15119,0,5,131072,126,618978,0,145149,0,0,0,0
"Defeat the pet trainers of Zaralek Cavern with a team of all level 25 Mechanical pets.","Mechanical Battler of Zaralek Cavern",,17917,-1,-1,0,15119,0,5,131072,127,618979,0,145154,0,0,0,0
"Defeat the pet trainers of Zaralek Cavern with a team of all level 25 Undead pets.","Undead Battler of Zaralek Cavern",,17918,-1,-1,0,15119,0,5,131072,128,618980,0,145159,0,0,0,0
"Complete Ohn'ahran Plains Waygate Sundapple Copse Circuit Reverse Challenge.","Sundapple Copse Circuit Reverse Challenge: Bronze",,17919,-1,-1,0,15462,0,0,1048576,813,1002572,0,0,0,0,0,0
"Get Silver ranked time for Ohn'ahran Plains Sundapple Copse Circuit Reverse Challenge.","Sundapple Copse Circuit Reverse Challenge: Silver",,17920,-1,-1,17919,15462,0,0,1048576,814,1002575,0,0,0,0,0,0
"Get Gold ranked time for Ohn'ahran Plains Sundapple Copse Circuit Reverse Challenge.","Sundapple Copse Circuit Reverse Challenge: Gold",,17921,-1,-1,17920,15462,0,0,1048576,815,1002573,0,0,0,0,0,0
"Complete Ohn'ahran Plains Fen Flythrough Challenge.","Fen Flythrough Challenge: Bronze",,17922,-1,-1,0,15462,0,0,1048576,816,1002572,0,0,0,0,0,0
"Get Silver ranked time for Ohn'ahran Plains Fen Flythrough Challenge.","Fen Flythrough Challenge: Silver",,17923,-1,-1,17922,15462,0,0,1048576,817,1002575,0,0,0,0,0,0
"Get Gold ranked time for Ohn'ahran Plains Fen Flythrough Challenge.","Fen Flythrough Challenge: Gold",,17924,-1,-1,17923,15462,0,0,1048576,818,1002573,0,0,0,0,0,0
"Complete Ohn'ahran Plains Fen Flythrough Reverse Challenge.","Fen Flythrough Reverse Challenge: Bronze",,17925,-1,-1,0,15462,0,0,1048576,819,1002572,0,0,0,0,0,0
"Get Silver ranked time for Ohn'ahran Plains Fen Flythrough Reverse Challenge.","Fen Flythrough Reverse Challenge: Silver",,17926,-1,-1,17925,15462,0,0,1048576,820,1002575,0,0,0,0,0,0
"Get Gold ranked time for Ohn'ahran Plains Fen Flythrough Reverse Challenge.","Fen Flythrough Reverse Challenge: Gold",,17927,-1,-1,17926,15462,0,0,1048576,821,1002573,0,0,0,0,0,0
"Complete Ohn'ahran Plains Ravine River Run Challenge.","Ravine River Run Challenge: Bronze",,17928,-1,-1,0,15462,0,0,1048576,822,1002572,0,0,0,0,0,0
"Get Silver ranked time for Ohn'ahran Plains Ravine River Run Challenge.","Ravine River Run Challenge: Silver",,17929,-1,-1,17928,15462,0,0,1048576,823,1002575,0,0,0,0,0,0
"Get Gold ranked time for Ohn'ahran Plains Ravine River Run Challenge.","Ravine River Run Challenge: Gold",,17930,-1,-1,17929,15462,0,0,1048576,824,1002573,0,0,0,0,0,0
"Complete Ohn'ahran Plains Ravine River Run Reverse Challenge.","Ravine River Run Reverse Challenge: Bronze",,17931,-1,-1,0,15462,0,0,1048576,825,1002572,0,0,0,0,0,0
"Get Silver ranked time for Ohn'ahran Plains Ravine River Run Reverse Challenge.","Ravine River Run Reverse Challenge: Silver",,17932,-1,-1,17931,15462,0,0,1048576,826,1002575,0,0,0,0,0,0
"Get Gold ranked time for Ohn'ahran Plains Ravine River Run Reverse Challenge.","Ravine River Run Reverse Challenge: Gold",,17933,-1,-1,17932,15462,0,0,1048576,827,1002573,0,0,0,0,0,0
"Complete the following achievements.","Family Battler of Zaralek Cavern","Reward: Gerald",17934,-1,-1,0,15119,0,10,135168,129,4007141,193377,145164,0,0,0,0
"Complete Ohn'ahran Plains Emerald Garden Ascent Challenge.","Emerald Garden Ascent Challenge: Bronze",,17935,-1,-1,0,15462,0,0,1048576,828,1002572,0,0,0,0,0,0
"Get Silver ranked time for Ohn'ahran Plains Emerald Garden Ascent Challenge.","Emerald Garden Ascent Challenge: Silver",,17936,-1,-1,17935,15462,0,0,1048576,829,1002575,0,0,0,0,0,0
"Get Gold ranked time for Ohn'ahran Plains Emerald Garden Ascent Challenge.","Emerald Garden Ascent Challenge: Gold",,17937,-1,-1,17936,15462,0,0,1048576,830,1002573,0,0,0,0,0,0
"Complete Ohn'ahran Plains Emerald Garden Ascent Reverse Challenge.","Emerald Garden Ascent Reverse Challenge: Bronze",,17938,-1,-1,0,15462,0,0,1048576,831,1002572,0,0,0,0,0,0
"Get Silver ranked time for Ohn'ahran Plains Emerald Garden Ascent Reverse Challenge.","Emerald Garden Ascent Reverse Challenge: Silver",,17939,-1,-1,17938,15462,0,0,1048576,832,1002575,0,0,0,0,0,0
"Get Gold ranked time for Ohn'ahran Plains Emerald Garden Ascent Reverse Challenge.","Emerald Garden Ascent Reverse Challenge: Gold",,17940,-1,-1,17939,15462,0,0,1048576,833,1002573,0,0,0,0,0,0
"Complete Ohn'ahran Plains River Rapids Route Challenge.","River Rapids Route Challenge: Bronze",,17941,-1,-1,0,15462,0,0,1048576,834,1002572,0,0,0,0,0,0
"Get Silver ranked time for Ohn'ahran Plains River Rapids Route Challenge.","River Rapids Route Challenge: Silver",,17942,-1,-1,17941,15462,0,0,1048576,835,1002575,0,0,0,0,0,0
"Get Gold ranked time for Ohn'ahran Plains River Rapids Route Challenge.","River Rapids Route Challenge: Gold",,17943,-1,-1,17942,15462,0,0,1048576,836,1002573,0,0,0,0,0,0
"Complete Ohn'ahran Plains River Rapids Route Reverse Challenge.","River Rapids Route Reverse Challenge: Bronze",,17944,-1,-1,0,15462,0,0,1048576,837,1002572,0,0,0,0,0,0
"Get Silver ranked time for Ohn'ahran Plains River Rapids Route Reverse Challenge.","River Rapids Route Reverse Challenge: Silver",,17945,-1,-1,17944,15462,0,0,1048576,838,1002575,0,0,0,0,0,0
"Get Gold ranked time for Ohn'ahran Plains River Rapids Route Reverse Challenge.","River Rapids Route Reverse Challenge: Gold",,17946,-1,-1,17945,15462,0,0,1048576,839,1002573,0,0,0,0,0,0
"Complete Ohn'ahran Plains Maruukai Dash Challenge.","Maruukai Dash Challenge: Bronze",,17947,-1,-1,0,15462,0,0,1048576,840,1002572,0,0,0,0,0,0
"Get Silver ranked time for Ohn'ahran Plains Maruukai Dash Challenge.","Maruukai Dash Challenge: Silver",,17948,-1,-1,17947,15462,0,0,1048576,841,1002575,0,0,0,0,0,0
"Get Gold ranked time for Ohn'ahran Plains Maruukai Dash Challenge.","Maruukai Dash Challenge: Gold",,17949,-1,-1,17948,15462,0,0,1048576,842,1002573,0,0,0,0,0,0
"Complete Ohn'ahran Plains Mirror of the Sky Dash Challenge.","Mirror of the Sky Dash Challenge: Bronze",,17950,-1,-1,0,15462,0,0,1048576,843,1002572,0,0,0,0,0,0
"Get Silver ranked time for Ohn'ahran Plains Mirror of the Sky Dash Challenge.","Mirror of the Sky Dash Challenge: Silver",,17951,-1,-1,17950,15462,0,0,1048576,844,1002575,0,0,0,0,0,0
"Get Gold ranked time for Ohn'ahran Plains Mirror of the Sky Dash Challenge.","Mirror of the Sky Dash Challenge: Gold",,17952,-1,-1,17951,15462,0,0,1048576,845,1002573,0,0,0,0,0,0
"Complete The Azure Span Sprint Challenge.","The Azure Span Sprint Challenge: Bronze",,17953,-1,-1,0,15462,0,0,1048576,846,1002572,0,0,0,0,0,0
"Get Silver ranked time for The Azure Span Sprint Challenge.","The Azure Span Sprint Challenge: Silver",,17954,-1,-1,17953,15462,0,0,1048576,847,1002575,0,0,0,0,0,0
"Get Gold ranked time for The Azure Span Sprint Challenge.","The Azure Span Sprint Challenge: Gold",,17955,-1,-1,17954,15462,0,0,1048576,848,1002573,0,0,0,0,0,0
"Complete The Azure Span Sprint Reverse Challenge.","The Azure Span Sprint Reverse Challenge: Bronze",,17956,-1,-1,0,15462,0,0,1048576,849,1002572,0,0,0,0,0,0
"Get Silver ranked time for The Azure Span Sprint Reverse Challenge.","The Azure Span Sprint Reverse Challenge: Silver",,17957,-1,-1,17956,15462,0,0,1048576,850,1002575,0,0,0,0,0,0
"Get Gold ranked time for The Azure Span Sprint Reverse Challenge.","The Azure Span Sprint Reverse Challenge: Gold",,17958,-1,-1,17957,15462,0,0,1048576,851,1002573,0,0,0,0,0,0
"Complete The Azure Span Slalom Challenge.","The Azure Span Slalom Challenge: Bronze",,17959,-1,-1,0,15462,0,0,1048576,852,1002572,0,0,0,0,0,0
"Get Silver ranked time for The Azure Span Slalom Challenge.","The Azure Span Slalom Challenge: Silver",,17960,-1,-1,17959,15462,0,0,1048576,853,1002575,0,0,0,0,0,0
"Get Gold ranked time for The Azure Span Slalom Challenge.","The Azure Span Slalom Challenge: Gold",,17961,-1,-1,17960,15462,0,0,1048576,854,1002573,0,0,0,0,0,0
"Complete The Azure Span Slalom Reverse Challenge.","The Azure Span Slalom Reverse Challenge: Bronze",,17962,-1,-1,0,15462,0,0,1048576,855,1002572,0,0,0,0,0,0
"Get Silver ranked time for The Azure Span Slalom Reverse Challenge.","The Azure Span Slalom Reverse Challenge: Silver",,17963,-1,-1,17962,15462,0,0,1048576,856,1002575,0,0,0,0,0,0
"Get Gold ranked time for The Azure Span Slalom Reverse Challenge.","The Azure Span Slalom Reverse Challenge: Gold",,17964,-1,-1,17963,15462,0,0,1048576,857,1002573,0,0,0,0,0,0
"Complete Azure Span Vakthros Ascent Challenge.","The Vakthros Ascent Challenge: Bronze",,17965,-1,-1,0,15462,0,0,1048576,858,1002572,0,0,0,0,0,0
"Get Silver ranked time for Azure Span Vakthros Ascent Challenge.","The Vakthros Ascent Challenge: Silver",,17966,-1,-1,17965,15462,0,0,1048576,859,1002575,0,0,0,0,0,0
"Get Gold ranked time for Azure Span Vakthros Ascent Challenge.","The Vakthros Ascent Challenge: Gold",,17967,-1,-1,17966,15462,0,0,1048576,860,1002573,0,0,0,0,0,0
"Complete Azure Span Vakthros Ascent Reverse Challenge.","The Vakthros Ascent Reverse Challenge: Bronze",,17968,-1,-1,0,15462,0,0,1048576,861,1002572,0,0,0,0,0,0
"Get Silver ranked time for Azure Span Vakthros Ascent Reverse Challenge.","The Vakthros Ascent Reverse Challenge: Silver",,17969,-1,-1,17968,15462,0,0,1048576,862,1002575,0,0,0,0,0,0
"Get Gold ranked time for Azure Span Vakthros Ascent Reverse Challenge.","The Vakthros Ascent Reverse Challenge: Gold",,17970,-1,-1,17969,15462,0,0,1048576,863,1002573,0,0,0,0,0,0
"Complete Azure Span Iskaara Tour Challenge.","Iskaara Tour Challenge: Bronze",,17971,-1,-1,0,15462,0,0,1048576,864,1002572,0,0,0,0,0,0
"Get Silver ranked time for Azure Span Iskaara Tour Challenge.","Iskaara Tour Challenge: Silver",,17972,-1,-1,17971,15462,0,0,1048576,865,1002575,0,0,0,0,0,0
"Get Gold ranked time for Azure Span Iskaara Tour Challenge.","Iskaara Tour Challenge: Gold",,17973,-1,-1,17972,15462,0,0,1048576,866,1002573,0,0,0,0,0,0
"Complete Azure Span Iskaara Tour Reverse Challenge.","Iskaara Tour Reverse Challenge: Bronze",,17974,-1,-1,0,15462,0,0,1048576,867,1002572,0,0,0,0,0,0
"Get Silver ranked time for Azure Span Iskaara Tour Reverse Challenge.","Iskaara Tour Reverse Challenge: Silver",,17975,-1,-1,17974,15462,0,0,1048576,868,1002575,0,0,0,0,0,0
"Get Gold ranked time for Azure Span Iskaara Tour Reverse Challenge.","Iskaara Tour Reverse Challenge: Gold",,17976,-1,-1,17975,15462,0,0,1048576,869,1002573,0,0,0,0,0,0
"Earn 5000 Flightstones.","Stones Can Try To Fly!",,17977,-1,-1,17830,15465,0,10,0,119,5172976,0,145183,0,0,0,0
"Earn 20000 Flightstones.","Stones Can Fly!",,17978,-1,-1,17977,15465,0,10,0,120,5172976,0,145185,0,0,0,0
"Complete Azure Span Frostland Flyover Challenge.","Frostland Flyover Challenge: Bronze",,17979,-1,-1,0,15462,0,0,1048576,870,1002572,0,0,0,0,0,0
"Get Silver ranked time for Azure Span Frostland Flyover Challenge.","Frostland Flyover Challenge: Silver",,17980,-1,-1,17979,15462,0,0,1048576,871,1002575,0,0,0,0,0,0
"Get Gold ranked time for Azure Span Frostland Flyover Challenge.","Frostland Flyover Challenge: Gold",,17981,-1,-1,17980,15462,0,0,1048576,872,1002573,0,0,0,0,0,0
"Complete Azure Span Frostland Flyover Challenge.","Frostland Flyover Reverse Challenge: Bronze",,17982,-1,-1,0,15462,0,0,1048576,873,1002572,0,0,0,0,0,0
"Get Silver ranked time for Azure Span Frostland Flyover Reverse Challenge.","Frostland Flyover Reverse Challenge: Silver",,17983,-1,-1,17982,15462,0,0,1048576,874,1002575,0,0,0,0,0,0
"Get Gold ranked time for Azure Span Frostland Flyover Reverse Challenge.","Frostland Flyover Reverse Challenge: Gold",,17984,-1,-1,17983,15462,0,0,1048576,875,1002573,0,0,0,0,0,0
"Complete Azure Span Archive Ambit Challenge.","Archive Ambit Challenge: Bronze",,17985,-1,-1,0,15462,0,0,1048576,876,1002572,0,0,0,0,0,0
"Get Silver ranked time for Azure Span Archive Ambit Challenge.","Archive Ambit Challenge: Silver",,17986,-1,-1,17985,15462,0,0,1048576,877,1002575,0,0,0,0,0,0
"Get Gold ranked time for Azure Span Archive Ambit Challenge.","Archive Ambit Challenge: Gold",,17987,-1,-1,17986,15462,0,0,1048576,878,1002573,0,0,0,0,0,0
"Complete Azure Span Archive Ambit Reverse Challenge.","Archive Ambit Reverse Challenge: Bronze",,17988,-1,-1,0,15462,0,0,1048576,879,1002572,0,0,0,0,0,0
"Get Silver ranked time for Azure Span Archive Ambit Reverse Challenge.","Archive Ambit Reverse Challenge: Silver",,17989,-1,-1,17988,15462,0,0,1048576,880,1002575,0,0,0,0,0,0
"Get Gold ranked time for Azure Span Archive Ambit Reverse Challenge.","Archive Ambit Reverse Challenge: Gold",,17990,-1,-1,17989,15462,0,0,1048576,881,1002573,0,0,0,0,0,0
"Complete Thaldraszus Flowing Forest Flight Challenge.","The Flowing Forest Flight Challenge: Bronze",,17991,-1,-1,0,15462,0,0,1048576,882,1002572,0,0,0,0,0,0
"Get Silver ranked time for Thaldraszus Flowing Forest Flight Challenge.","The Flowing Forest Flight Challenge: Silver",,17992,-1,-1,17991,15462,0,0,1048576,883,1002575,0,0,0,0,0,0
"Get Gold ranked time for Thaldraszus Flowing Forest Flight Challenge.","The Flowing Forest Flight Challenge: Gold",,17993,-1,-1,17992,15462,0,0,1048576,884,1002573,0,0,0,0,0,0
"Complete Thaldraszus Flowing Forest Flight Reverse Challenge.","The Flowing Forest Flight Reverse Challenge: Bronze",,17994,-1,-1,0,15462,0,0,1048576,885,1002572,0,0,0,0,0,0
"Get Silver ranked time for Thaldraszus Flowing Forest Flight Reverse Challenge.","The Flowing Forest Flight Reverse Challenge: Silver",,17995,-1,-1,17994,15462,0,0,1048576,886,1002575,0,0,0,0,0,0
"Get Gold ranked time for Thaldraszus Flowing Forest Flight Reverse Challenge.","The Flowing Forest Flight Reverse Challenge: Gold",,17996,-1,-1,17995,15462,0,0,1048576,887,1002573,0,0,0,0,0,0
"Complete Thaldraszus Tyrhold Trial Challenge.","Tyrhold Trial Challenge: Bronze",,17997,-1,-1,0,15462,0,0,1048576,888,1002572,0,0,0,0,0,0
"Get Silver ranked time for Thaldraszus Tyrhold Trial Challenge.","Tyrhold Trial Challenge: Silver",,17998,-1,-1,17997,15462,0,0,1048576,889,1002575,0,0,0,0,0,0
"Get Gold ranked time for Thaldraszus Tyrhold Trial Challenge.","Tyrhold Trial Challenge: Gold",,17999,-1,-1,17998,15462,0,0,1048576,890,1002573,0,0,0,0,0,0
"Complete Thaldraszus Tyrhold Trial Reverse Challenge.","Tyrhold Trial Reverse Challenge: Bronze",,18000,-1,-1,0,15462,0,0,1048576,891,1002572,0,0,0,0,0,0
"Get Silver ranked time for Thaldraszus Tyrhold Trial Reverse Challenge.","Tyrhold Trial Reverse Challenge: Silver",,18001,-1,-1,18000,15462,0,0,1048576,892,1002575,0,0,0,0,0,0
"Get Gold ranked time for Thaldraszus Tyrhold Trial Reverse Challenge.","Tyrhold Trial Reverse Challenge: Gold",,18002,-1,-1,18001,15462,0,0,1048576,893,1002573,0,0,0,0,0,0
"Complete Thaldraszus Cliffside Circuit Challenge.","Cliffside Circuit Challenge: Bronze",,18003,-1,-1,0,15462,0,0,1048576,894,1002572,0,0,0,0,0,0
"Get Silver ranked time for Thaldraszus Cliffside Circuit Challenge.","Cliffside Circuit Challenge: Silver",,18004,-1,-1,18003,15462,0,0,1048576,895,1002575,0,0,0,0,0,0
"Get Gold ranked time for Thaldraszus Cliffside Circuit Challenge.","Cliffside Circuit Challenge: Gold",,18005,-1,-1,18004,15462,0,0,1048576,896,1002573,0,0,0,0,0,0
"Complete Thaldraszus Cliffside Circuit Reverse Challenge.","Cliffside Circuit Reverse Challenge: Bronze",,18006,-1,-1,0,15462,0,0,1048576,897,1002572,0,0,0,0,0,0
"Get Silver ranked time for Thaldraszus Cliffside Circuit Reverse Challenge.","Cliffside Circuit Reverse Challenge: Silver",,18007,-1,-1,18006,15462,0,0,1048576,898,1002575,0,0,0,0,0,0
"Get Gold ranked time for Thaldraszus Cliffside Circuit Reverse Challenge.","Cliffside Circuit Reverse Challenge: Gold",,18008,-1,-1,18007,15462,0,0,1048576,899,1002573,0,0,0,0,0,0
"Complete Thaldraszus Academy Ascent Challenge.","Academy Ascent Challenge: Bronze",,18009,-1,-1,0,15462,0,0,1048576,900,1002572,0,0,0,0,0,0
"Get Silver ranked time for Thaldraszus Academy Ascent Challenge.","Academy Ascent Challenge: Silver",,18010,-1,-1,18009,15462,0,0,1048576,901,1002575,0,0,0,0,0,0
"Get Gold ranked time for Thaldraszus Academy Ascent Challenge.","Academy Ascent Challenge: Gold",,18011,-1,-1,18010,15462,0,0,1048576,902,1002573,0,0,0,0,0,0
"Complete Thaldraszus Academy Ascent Reverse Challenge.","Academy Ascent Reverse Challenge: Bronze",,18012,-1,-1,0,15462,0,0,1048576,903,1002572,0,0,0,0,0,0
"Get Silver ranked time for Thaldraszus Academy Ascent Reverse Challenge.","Academy Ascent Reverse Challenge: Silver",,18013,-1,-1,18012,15462,0,0,1048576,904,1002575,0,0,0,0,0,0
